33303.52,
58461.29,
57696.46,
56747.14,
57633.65,
58649.68,
58807.13,
58786.67,
58283.42,
58117.09,
57788.03,
57901.14,
57011.74,
55822.01,
56319.01,
56930.56,
57315.28,
57124.31,
57420.24,
57897.48,
57806.49,
57794.32,
58253.82,
59183.22,
59855.93,
60223.15,
59601.84,
59744.65,
60395.63,
60616.89,
61150.04,
61235.3,
61223.03,
61308.91,
60754.86,
60098.82,
59464.62,
59037.18,
57491.51,
57858.15,
57276.94,
57200.23,
58014.17,
58862.57,
59558.33,
58788.02,
58644.82,
57621.19,
57808.58,
58465.97,
58926.03,
58152.92,
56405.84,
58142.05,
57996.68,
57892.01,
57832.97,
57683.59,
57300.68,
57232.06,
54529.91,
55858.52,
56247.28,
55468.9,
55102.68,
54333.81,
52842.75,
53424.09,
54647.33,
55464.39,
55550.3,
56486.02,
